"High quality antibiotic sulfadiazine+trimethoprim","0.0001","0.001","1","Gram","0.001","http://www.alibaba.com/product-detail/High-quality-antibiotic-sulfadiazine-trimethoprim_1640664948.html","China (Mainland)","Shaanxi TOP Pharm Chemical Co., Ltd.","http___i00.i.aliimg.com_photo_v0_1640664948_High_quality_antibiotic_sulfadiazine_trimethoprim.jpg"
"top quality carprofen 53716-49-7","10","60","1","Kilogram","60.0","http://www.alibaba.com/product-detail/top-quality-carprofen-53716-49-7_1981993153.html","China (Mainland)","Xian Sonwu Biotech Co., Ltd.","http___i01.i.aliimg.com_photo_v0_1981993153_top_quality_carprofen_53716_49_7.jpg"
"High quality Hyaluronic acid powder with low price bulk in supply CAS NO 9004-61-9","100","120","1","Kilogram","120.0","http://www.alibaba.com/product-detail/High-quality-Hyaluronic-acid-powder-with_1836268022.html","China (Mainland)","Shaanxi Pioneer Biotech Co., Ltd.","http___i00.i.aliimg.com_photo_v0_1836268022_High_quality_Hyaluronic_acid_powder_with_low.jpg"
"high quality vitamin b5(pantothenic acid)","10","100","1","Kilogram","100.0","http://www.alibaba.com/product-detail/high-quality-vitamin-b5-pantothenic-acid-_1863320055.html","China (Mainland)","Xian Sonwu Biotech Co., Ltd.","http___i01.i.aliimg.com_photo_v3_1863320055_high_quality_vitamin_b5_pantothenic_acid_.jpg"
"High quality Fluconazole,CAS:86386-73-4","80","90","1","Kilogram","90.0","http://www.alibaba.com/product-detail/High-quality-Fluconazole-CAS-86386-73_50001028429.html","India","PROVIZER PHARMA","http___i01.i.aliimg.com_photo_v0_50001028429_High_quality_Fluconazole_CAS_86386_73_4.jpg"
"top quality carprofen 53716-49-7","10","60","1","Kilogram","60.0","http://www.alibaba.com/product-detail/top-quality-carprofen-53716-49-7_1981993153.html","China (Mainland)","Xian Sonwu Biotech Co., Ltd.","http___i01.i.aliimg.com_photo_v0_1981993153_top_quality_carprofen_53716_49_7.jpg"
"High quality antibiotic sulfadiazine+trimethoprim","0.0001","0.001","1","Gram","0.001","http://www.alibaba.com/product-detail/High-quality-antibiotic-sulfadiazine-trimethoprim_1640664948.html","China (Mainland)","Shaanxi TOP Pharm Chemical Co., Ltd.","http___i00.i.aliimg.com_photo_v0_1640664948_High_quality_antibiotic_sulfadiazine_trimethoprim.jpg"
"Online supply Tropicamide 1508-75-4 high quality","1","200","1","Gram","200.0","http://www.alibaba.com/product-detail/Online-supply-Tropicamide-1508-75-4_1440707043.html","China (Mainland)","Shanghai Richem International Co., Ltd.","http___i01.i.aliimg.com_photo_v0_1440707043_Online_supply_Tropicamide_1508_75_4_high.jpg"
"We supply Top quality L-Carnosine","1","999","1","Kilogram","999.0","http://www.alibaba.com/product-detail/We-supply-Top-quality-L-Carnosine_837294431.html","China (Mainland)","Beijing Herbal Health Biotech Limited Liability Company","http___i01.i.aliimg.com_photo_v1_837294431_We_supply_Top_quality_L_Carnosine.jpg"
"high quality vitamin b5(pantothenic acid)","10","100","1","Kilogram","100.0","http://www.alibaba.com/product-detail/high-quality-vitamin-b5-pantothenic-acid-_1863320055.html","China (Mainland)","Xian Sonwu Biotech Co., Ltd.","http___i01.i.aliimg.com_photo_v3_1863320055_high_quality_vitamin_b5_pantothenic_acid_.jpg"
"Professional supply high quality gentamicin sulfate sterile","10","100","25","Kilograms","2500.0","http://www.alibaba.com/product-detail/Professional-supply-high-quality-gentamicin-sulfate_1299924495.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v6_1299924495_Professional_supply_high_quality_gentamicin_sulfate_sterile.jpg"
"High quality Hyaluronic acid powder with low price bulk in supply CAS NO 9004-61-9","100","120","1","Kilogram","120.0","http://www.alibaba.com/product-detail/High-quality-Hyaluronic-acid-powder-with_1836268022.html","China (Mainland)","Shaanxi Pioneer Biotech Co., Ltd.","http___i00.i.aliimg.com_photo_v0_1836268022_High_quality_Hyaluronic_acid_powder_with_low.jpg"
"High quality fluoroquinolone antibiotic ciprofloxacin base tablet making for most strains of bacterial pathogens","0.001","0.01","1","Kilogram","0.01","http://www.alibaba.com/product-detail/High-quality-fluoroquinolone-antibiotic-ciprofloxacin-base_1615118705.html","China (Mainland)","Shaanxi TOP Pharm Chemical Co., Ltd.","http___i01.i.aliimg.com_photo_v0_1615118705_High_quality_fluoroquinolone_antibiotic_ciprofloxacin_base_tablet.jpg"
"High quality Dimethylaminoethanol powder, DMAE, 5988-51-2,C6H17NO7, GMP manufacturers","1","50","1","Kilogram","50.0","http://www.alibaba.com/product-detail/High-quality-Dimethylaminoethanol-powder-DMAE-5988_1955119488.html","China (Mainland)","Shaanxi Pioneer Biotech Co., Ltd.","http___i00.i.aliimg.com_photo_v0_1955119488_High_quality_Dimethylaminoethanol_powder_DMAE_5988_51.jpg"
"high quality Thioctic acid (Alpha Lipoic Acid)","60","90","1","Kilogram","90.0","http://www.alibaba.com/product-detail/high-quality-Thioctic-acid-Alpha-Lipoic_766318775.html","China (Mainland)","Xian Shunyi Bio-Chemical Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v5_766318775_high_quality_Thioctic_acid_Alpha_Lipoic_Acid.jpg"
"High quality L-Alanyl-L-Glutamine","1","99","1","Kilogram","99.0","http://www.alibaba.com/product-detail/High-quality-L-Alanyl-L-Glutamine_1592486714.html","China (Mainland)","Shanghai Brightol International Co., Ltd.","http___i00.i.aliimg.com_photo_v5_1592486714_High_quality_L_Alanyl_L_Glutamine.jpg"
"High quality food sources vitamins minerals","0.0001","0.001","1","Kilogram","0.001","http://www.alibaba.com/product-detail/High-quality-food-sources-vitamins-minerals_1640260677.html","China (Mainland)","Shaanxi TOP Pharm Chemical Co., Ltd.","http___i01.i.aliimg.com_photo_v0_1640260677_High_quality_food_sources_vitamins_minerals.jpg"
"High quality aminoglycoside antibacterial neomycin powder","0.0001","0.001","1","Kilogram","0.001","http://www.alibaba.com/product-detail/High-quality-aminoglycoside-antibacterial-neomycin-powder_1639638863.html","China (Mainland)","Shaanxi TOP Pharm Chemical Co., Ltd.","http___i01.i.aliimg.com_photo_v0_1639638863_High_quality_aminoglycoside_antibacterial_neomycin_powder.jpg"
"High quality L-glutathione whiten","385","450","1","Kilogram","450.0","http://www.alibaba.com/product-detail/High-quality-L-glutathione-whiten_625881423.html","China (Mainland)","Xi'an Rongsheng Biotechnology Co., Ltd.","http___i01.i.aliimg.com_photo_v2_625881423_High_quality_L_glutathione_whiten.jpg"
"Good quality Doxorubicin Hydrochloride,doxorubicin,25316-40-9","1","500","1","Kilogram","500.0","http://www.alibaba.com/product-detail/Good-quality-Doxorubicin-Hydrochloride-doxorubicin-25316_1966272722.html","China (Mainland)","Xi'an Wison Biological Technology Co., Ltd.","http___i00.i.aliimg.com_photo_v0_1966272722_Good_quality_Doxorubicin_Hydrochloride_doxorubicin_25316_40.jpg"
"2014 high quality raw material Vinblastine Sulfate made in china","1","200","1","Kilogram","200.0","http://www.alibaba.com/product-detail/2014-high-quality-raw-material-Vinblastine_1746751104.html","China (Mainland)","Vega Pharma Limited","http___i00.i.aliimg.com_photo_v0_1746751104_2014_high_quality_raw_material_Vinblastine_Sulfate.jpg"
"Top quality DMAA powder with best price","99","230","1","Kilogram","230.0","http://www.alibaba.com/product-detail/Top-quality-DMAA-powder-with-best_1844729553.html","China (Mainland)","Shanghai Brightol International Co., Ltd.","http___i01.i.aliimg.com_photo_v30_1844729553_Top_quality_DMAA_powder_with_best_price.jpg"
"Alprostadil 99% (ProstaglandinE1) USP/ EP/ JP Cas 745-65-3 top quality with lowest price for sale !","10","110","1","Gram","110.0","http://www.alibaba.com/product-detail/Alprostadil-99-ProstaglandinE1-USP-EP-JP_1373022483.html","China (Mainland)","Xian Wango Biopharm Co., Ltd.","http___i01.i.aliimg.com_photo_v0_1373022483_Alprostadil_99_ProstaglandinE1_USP_EP_JP_Cas.jpg"
"High quality 99% DL-Threonine CAS#80-68-2","1","150","25","Kilograms","3750.0","http://www.alibaba.com/product-detail/High-quality-99-DL-Threonine-CAS_745147312.html","China (Mainland)","Orchid Chemical Supplies Ltd.","http___i00.i.aliimg.com_photo_v43_745147312_High_quality_99_DL_Threonine_CAS_80.jpg"
"supply good quality CTC HCL ,Chlortetracycline HCL","35","45","50","Kilograms","2250.0","http://www.alibaba.com/product-detail/supply-good-quality-CTC-HCL-Chlortetracycline_1259947429.html","China (Mainland)","Weifang Union Biochemistry Co., Ltd.","http___i01.i.aliimg.com_photo_v0_1259947429_supply_good_quality_CTC_HCL_Chlortetracycline_HCL.jpg"
"High quality penicillin antibiotic amoxicillin injection","0.0001","0.001","1","Kilogram","0.001","http://www.alibaba.com/product-detail/High-quality-penicillin-antibiotic-amoxicillin-injection_1639046665.html","China (Mainland)","Shaanxi TOP Pharm Chemical Co., Ltd.","http___i01.i.aliimg.com_photo_v0_1639046665_High_quality_penicillin_antibiotic_amoxicillin_injection.jpg"
"High quality pharmaceutical gelatin supplier","5000","8000","1","Metric","8000.0","http://www.alibaba.com/product-detail/High-quality-pharmaceutical-gelatin-supplier_1947639275.html","China (Mainland)","Zhuhai Ting Kai Trading Co., Ltd.","http___i01.i.aliimg.com_photo_v0_1947639275_High_quality_pharmaceutical_gelatin_supplier.jpg"
"High quality penicillin g procaine cas:54-35-3 (procaine penicillin)","1","1000","1","Kilogram","1000.0","http://www.alibaba.com/product-detail/High-quality-penicillin-g-procaine-cas_1746040757.html","China (Mainland)","Shaanxi Pioneer Biotech Co., Ltd.","http___i01.i.aliimg.com_photo_v0_1746040757_High_quality_penicillin_g_procaine_cas_54.jpg"
"2014 high quality raw material Diosmin made in china","1","200","1","Kilogram","200.0","http://www.alibaba.com/product-detail/2014-high-quality-raw-material-Diosmin_1746579944.html","China (Mainland)","Vega Pharma Limited","http___i00.i.aliimg.com_photo_v0_1746579944_2014_high_quality_raw_material_Diosmin_made.jpg"
"Top quality Antispasmodic butylmin BUTYLMIN HYOSCINE N-BUTYL 149-64-4 for relief of abdominal pain and irritable bowel syndrome","0.00001","0.0001","1","Kilogram","0.0001","http://www.alibaba.com/product-detail/Top-quality-Antispasmodic-butylmin-BUTYLMIN-HYOSCINE_1599736073.html","China (Mainland)","Shaanxi TOP Pharm Chemical Co., Ltd.","http___i01.i.aliimg.com_photo_v0_1599736073_Top_quality_Antispasmodic_butylmin_BUTYLMIN_HYOSCINE_N.jpg"
"high quality GMP hyaluronic acid price /hyaluronic acid filler injection /liquid hyaluronic acid CAS:9067-32-7","200","300","25","Kilograms","7500.0","http://www.alibaba.com/product-detail/high-quality-GMP-hyaluronic-acid-price_2001745151.html","China (Mainland)","Ningbo Pharmacos International Trading Co., Ltd.","http___i01.i.aliimg.com_photo_v1_2001745151_high_quality_GMP_hyaluronic_acid_price_hyaluronic.jpg"
"USP32 grade Tauroursodeoxycholic acid C26H45NO6S.2H2O TUDCA CAS 14605-22-2 worldwide delivery, low price quality guarantee","1","100","1","Kilogram","100.0","http://www.alibaba.com/product-detail/USP32-grade-Tauroursodeoxycholic-acid-C26H45NO6S-2H2O_1810088615.html","China (Mainland)","Shaanxi Pioneer Biotech Co., Ltd.","http___i01.i.aliimg.com_photo_v0_1810088615_USP32_grade_Tauroursodeoxycholic_acid_C26H45NO6S_2H2O_TUDCA.jpg"
"High quality creatine monohydrate powder","1","10","1","Kilogram","10.0","http://www.alibaba.com/product-detail/High-quality-creatine-monohydrate-powder_1528518579.html","China (Mainland)","Shanghai Brightol International Co., Ltd.","http___i01.i.aliimg.com_photo_v42_1528518579_High_quality_creatine_monohydrate_powder.jpg"
"Supplly top quality raw material Oxiracetam in china","1","100","1","Kilogram","100.0","http://www.alibaba.com/product-detail/Supplly-top-quality-raw-material-Oxiracetam_1674206279.html","China (Mainland)","Vega Pharma Limited","http___i01.i.aliimg.com_photo_v0_1674206279_Supplly_top_quality_raw_material_Oxiracetam_in.jpg"
"High quality Iron Sucrose CAS No.:8047-67-4","1","100","25","Kilograms","2500.0","http://www.alibaba.com/product-detail/High-quality-Iron-Sucrose-CAS-No_929926863.html","China (Mainland)","Sinoway Industrial Co., Ltd.","http___i01.i.aliimg.com_photo_v0_929926863_High_quality_Iron_Sucrose_CAS_No_8047.jpg"
"epinephrine bitartrate CAS:51-42-3 hot sale with best quality and purity","1","100","1","Kilogram","100.0","http://www.alibaba.com/product-detail/epinephrine-bitartrate-CAS-51-42-3_60010838684.html","China (Mainland)","Wuhan Yitongtai Science and Technology Co., Ltd.","http___i00.i.aliimg.com_photo_v0_60010838684_epinephrine_bitartrate_CAS_51_42_3_hot.jpg"
"Top quality pharmaceutical Ofloxacin made in china","1","200","1","Kilogram","200.0","http://www.alibaba.com/product-detail/Top-quality-pharmaceutical-Ofloxacin-made-in_1740804619.html","China (Mainland)","Vega Pharma Limited","http___i01.i.aliimg.com_photo_v0_1740804619_Top_quality_pharmaceutical_Ofloxacin_made_in_china.jpg"
"High quality tulathromycin A CAS:217500-96-4","10","1000","1","Kilogram","1000.0","http://www.alibaba.com/product-detail/High-quality-tulathromycin-A-CAS-217500_1748790087.html","China (Mainland)","Shaanxi Pioneer Biotech Co., Ltd.","http___i01.i.aliimg.com_photo_v0_1748790087_High_quality_tulathromycin_A_CAS_217500_96.jpg"
"High quality vitamins & minerals","0.0001","0.001","1","Kilogram","0.001","http://www.alibaba.com/product-detail/High-quality-vitamins-minerals_1640247954.html","China (Mainland)","Shaanxi TOP Pharm Chemical Co., Ltd.","http___i00.i.aliimg.com_photo_v0_1640247954_High_quality_vitamins_minerals.jpg"
"high quality APIs Methylcobalamin cas no 13422-55-4","1","2","1","Gram","2.0","http://www.alibaba.com/product-detail/high-quality-APIs-Methylcobalamin-cas-no_740390207.html","China (Mainland)","Hangzhou Royall Import & Export Co., Ltd.","http___i01.i.aliimg.com_photo_v0_740390207_high_quality_APIs_Methylcobalamin_cas_no_13422.jpg"
"superior quality famous products D-Mannitol","1","100","1","Kilogram","100.0","http://www.alibaba.com/product-detail/superior-quality-famous-products-D-Mannitol_1848030072.html","China (Mainland)","Xi'an Wison Biological Technology Co., Ltd.","http___i00.i.aliimg.com_photo_v0_1848030072_superior_quality_famous_products_D_Mannitol.jpg"
"top quality BCAA (branch chain amino acid) in chemical","1","100","1","Kilogram","100.0","http://www.alibaba.com/product-detail/top-quality-BCAA-branch-chain-amino_938989083.html","China (Mainland)","Shanghai Brightol International Co., Ltd.","http___i01.i.aliimg.com_photo_v3_938989083_top_quality_BCAA_branch_chain_amino_acid.jpg"
"High quality :Granisetron 109889-09-0 FDA approved","0.1","1","1","Gram","1.0","http://www.alibaba.com/product-detail/High-quality-Granisetron-109889-09-0_1636219833.html","China (Mainland)","Afine Chemicals Limited","http___i01.i.aliimg.com_photo_v1_1636219833_High_quality_Granisetron_109889_09_0_FDA.jpg"
"High quality cephalosporin antibacterial Cefradine","1","500","1","Kilogram","500.0","http://www.alibaba.com/product-detail/High-quality-cephalosporin-antibacterial-Cefradine_2001681319.html","China (Mainland)","Xi'an Wison Biological Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v0_2001681319_High_quality_cephalosporin_antibacterial_Cefradine.jpg"
"Cheap price and Best quality Albendazole 54965-21-8","15","20","1","Kilogram","20.0","http://www.alibaba.com/product-detail/Cheap-price-and-Best-quality-Albendazole_1889893662.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i00.i.aliimg.com_photo_v3_1889893662_Cheap_price_and_Best_quality_Albendazole_54965.jpg"
"High quality Levamisole Hydrochloride ,CAS:16595-80-5","30","35","1","Kilogram","35.0","http://www.alibaba.com/product-detail/High-quality-Levamisole-Hydrochloride-CAS-16595_1885498160.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i00.i.aliimg.com_photo_v3_1885498160_High_quality_Levamisole_Hydrochloride_CAS_16595_80.jpg"
"High quality 16-beta Methyl epoxide;CAS Number:981-34-0","1720","1740","1","Kilogram","1740.0","http://www.alibaba.com/product-detail/High-quality-16-beta-Methyl-epoxide_1047709893.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v17_1047709893_High_quality_16_beta_Methyl_epoxide_CAS.jpg"
"High quality 2-[Benzyl(methyl)amino]-1-(3-hydroxyphenyl)ethanone hydrochloride,CAS Number:71786-67-9","45","55","25","Kilograms","1375.0","http://www.alibaba.com/product-detail/High-quality-2-Benzyl-methyl-amino_1084335225.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v19_1084335225_High_quality_2_Benzyl_methyl_amino_1.jpg"
"high quality&low price Levofloxacin Acid Ester,106939-34-8","40","45","1","Kilogram","45.0","http://www.alibaba.com/product-detail/high-quality-low-price-Levofloxacin-Acid_1922557934.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i00.i.aliimg.com_photo_v3_1922557934_high_quality_low_price_Levofloxacin_Acid_Ester.jpg"
"high quality Levocetirizine dihydrochloride CAS:130018-87-0","550","560","1","Kilogram","560.0","http://www.alibaba.com/product-detail/high-quality-Levocetirizine-dihydrochloride-CAS-130018_1908717349.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v3_1908717349_high_quality_Levocetirizine_dihydrochloride_CAS_130018_87.jpg"
"High quality Mebhydrolin napadisylate ,CAS:6153-33-9","350","360","1","Kilogram","360.0","http://www.alibaba.com/product-detail/High-quality-Mebhydrolin-napadisylate-CAS-6153_1954596779.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v2_1954596779_High_quality_Mebhydrolin_napadisylate_CAS_6153_33.jpg"
"HP3001 High quality EP/USP CAS111470-99-6 Amlodipine besylate","1","1000","10","Grams","10000.0","http://www.alibaba.com/product-detail/HP3001-High-quality-EP-USP-CAS111470_1645433026.html","China (Mainland)","Hangzhou Hyper Chemicals Limited","http___i00.i.aliimg.com_photo_v1_1645433026_HP3001_High_quality_EP_USP_CAS111470_99.jpg"
"High quality Best price Bismuth Citrate,CAS:813-93-4","51","60","1","Kilogram","60.0","http://www.alibaba.com/product-detail/High-quality-Best-price-Bismuth-Citrate_1865147815.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v3_1865147815_High_quality_Best_price_Bismuth_Citrate_CAS.jpg"
"high quality Gentamycin Sulfate,CAS:1405-41-0","180","190","1","Kilogram","190.0","http://www.alibaba.com/product-detail/high-quality-Gentamycin-Sulfate-CAS-1405_1920374691.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v3_1920374691_high_quality_Gentamycin_Sulfate_CAS_1405_41.jpg"
"low price, high quality, Fosfomycin Sodium ,CAS:26016-99-9","80","85","1","Kilogram","85.0","http://www.alibaba.com/product-detail/low-price-high-quality-Fosfomycin-Sodium_1860977643.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v3_1860977643_low_price_high_quality_Fosfomycin_Sodium_CAS.jpg"
"high quality Ferulic acid powder CAS NO. 1135-24-6","65","70","1","Kilogram","70.0","http://www.alibaba.com/product-detail/high-quality-Ferulic-acid-powder-CAS_1936186377.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v2_1936186377_high_quality_Ferulic_acid_powder_CAS_NO.jpg"
"high quality,Methacycline Hydrochloride,3963-45-9","65","70","1","Kilogram","70.0","http://www.alibaba.com/product-detail/high-quality-Methacycline-Hydrochloride-3963-45_1928804145.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v2_1928804145_high_quality_Methacycline_Hydrochloride_3963_45_9.jpg"
"high quality Darunavir ethanolate CAS:635728-49-3","5500","5510","1","Kilogram","5510.0","http://www.alibaba.com/product-detail/high-quality-Darunavir-ethanolate-CAS-635728_1963414248.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i00.i.aliimg.com_photo_v2_1963414248_high_quality_Darunavir_ethanolate_CAS_635728_49.jpg"
"high quality Oxacillin sodium CAS:1173-88-2","80","85","1","Kilogram","85.0","http://www.alibaba.com/product-detail/high-quality-Oxacillin-sodium-CAS-1173_1888824102.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i00.i.aliimg.com_photo_v3_1888824102_high_quality_Oxacillin_sodium_CAS_1173_88.jpg"
"high quality 99% Ambroxol hydrochloride powder cas no 23828-92-4","90","100","1","Kilogram","100.0","http://www.alibaba.com/product-detail/high-quality-99-Ambroxol-hydrochloride-powder_1850567744.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i00.i.aliimg.com_photo_v5_1850567744_high_quality_99_Ambroxol_hydrochloride_powder_cas.jpg"
"Good quality Ambroxol Hcl (Ambroxol hydrochloride)23828-92-4","90","100","1","Kilogram","100.0","http://www.alibaba.com/product-detail/Good-quality-Ambroxol-Hcl-Ambroxol-hydrochloride_1850630533.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v5_1850630533_Good_quality_Ambroxol_Hcl_Ambroxol_hydrochloride_23828.jpg"
"high quality 3-Cyanobenzaldehyde,CAS:24964-64-5","55","60","1","Kilogram","60.0","http://www.alibaba.com/product-detail/high-quality-3-Cyanobenzaldehyde-CAS-24964_2017022877.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v2_2017022877_high_quality_3_Cyanobenzaldehyde_CAS_24964_64.jpg"
"High quality Rebeprazole sodium ,CAS:117976-90-6","760","770","1","Kilogram","770.0","http://www.alibaba.com/product-detail/High-quality-Rebeprazole-sodium-CAS-117976_1868992700.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i00.i.aliimg.com_photo_v3_1868992700_High_quality_Rebeprazole_sodium_CAS_117976_90.jpg"
"High quality Glycopyrrolate,CAS Number:596-51-0","25020","25040","1","Gram","25040.0","http://www.alibaba.com/product-detail/High-quality-Glycopyrrolate-CAS-Number-596_1084091617.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v17_1084091617_High_quality_Glycopyrrolate_CAS_Number_596_51.jpg"
"high quality Phenylbutazone cas no 50-33-9","30","35","1","Kilogram","35.0","http://www.alibaba.com/product-detail/high-quality-Phenylbutazone-cas-no-50_1887841445.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v3_1887841445_high_quality_Phenylbutazone_cas_no_50_33.jpg"
"High quality Olmesartan Medoxomil /144689-63-4","765","775","1","Kilogram","775.0","http://www.alibaba.com/product-detail/High-quality-Olmesartan-Medoxomil-144689-63_1282228232.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i00.i.aliimg.com_photo_v10_1282228232_High_quality_Olmesartan_Medoxomil_144689_63_4.jpg"
"low price, high quality, hot sell Lomustine cas 13010-47-4","1443","1453","1","Kilogram","1453.0","http://www.alibaba.com/product-detail/low-price-high-quality-hot-sell_1855029731.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v3_1855029731_low_price_high_quality_hot_sell_Lomustine.jpg"
"High quality 4-Hydroxy-3-methoxycinnamic acid;CAS Number:1135-24-6","76","85","1","Kilogram","85.0","http://www.alibaba.com/product-detail/High-quality-4-Hydroxy-3-methoxycinnamic_1093343134.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i00.i.aliimg.com_photo_v17_1093343134_High_quality_4_Hydroxy_3_methoxycinnamic_acid.jpg"
"High quality Deflazacort;CAS Number:14484-47-0","1426","1435","1","Kilogram","1435.0","http://www.alibaba.com/product-detail/High-quality-Deflazacort-CAS-Number-14484_1045774779.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v17_1045774779_High_quality_Deflazacort_CAS_Number_14484_47.jpg"
"high quality Toremifene citrate,CAS:89778-27-8","2000","2010","1","Kilogram","2010.0","http://www.alibaba.com/product-detail/high-quality-Toremifene-citrate-CAS-89778_1925205105.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v3_1925205105_high_quality_Toremifene_citrate_CAS_89778_27.jpg"
"High quality Secnidazole,CAS Number:3366-95-8","45","55","25","Kilograms","1375.0","http://www.alibaba.com/product-detail/High-quality-Secnidazole-CAS-Number-3366_1084049504.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i00.i.aliimg.com_photo_v17_1084049504_High_quality_Secnidazole_CAS_Number_3366_95.jpg"
"high quality Diclofenac acid CAS :15307-86-5","35","40","1","Kilogram","40.0","http://www.alibaba.com/product-detail/high-quality-Diclofenac-acid-CAS-15307_1918601633.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v4_1918601633_high_quality_Diclofenac_acid_CAS_15307_86.jpg"
"high quality Milnacipran Hydrochloride ,101152-94-7","490","495","1","Kilogram","495.0","http://www.alibaba.com/product-detail/high-quality-Milnacipran-Hydrochloride-101152-94_1928833409.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v2_1928833409_high_quality_Milnacipran_Hydrochloride_101152_94_7.jpg"
"high quality Diclofenac acid CAS :15307-86-5","35","40","1","Kilogram","40.0","http://www.alibaba.com/product-detail/high-quality-Diclofenac-acid-CAS-15307_1918601633.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v4_1918601633_high_quality_Diclofenac_acid_CAS_15307_86.jpg"
"High quality sarm s22 ostarine enobosarm/ostarine mk-2866","10","100","1","Kilogram","100.0","http://www.alibaba.com/product-detail/High-quality-sarm-s22-ostarine-enobosarm_1927860451.html","China (Mainland)","Xian Sonwu Biotech Co., Ltd.","http___i01.i.aliimg.com_photo_v5_1927860451_High_quality_sarm_s22_ostarine_enobosarm_ostarine.jpg"
"high quality Milnacipran Hydrochloride ,101152-94-7","490","495","1","Kilogram","495.0","http://www.alibaba.com/product-detail/high-quality-Milnacipran-Hydrochloride-101152-94_1928833409.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v2_1928833409_high_quality_Milnacipran_Hydrochloride_101152_94_7.jpg"
"High quality Dexamethasone;CAS Number:50-02-2","2015","2030","1","Gram","2030.0","http://www.alibaba.com/product-detail/High-quality-Dexamethasone-CAS-Number-50_1045715397.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v20_1045715397_High_quality_Dexamethasone_CAS_Number_50_02.jpg"
"High quality Florfenicol CAS Number:73231-34-2","66","76","1","Kilogram","76.0","http://www.alibaba.com/product-detail/High-quality-Florfenicol-CAS-Number-73231_1004308082.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i00.i.aliimg.com_photo_v18_1004308082_High_quality_Florfenicol_CAS_Number_73231_34.jpg"
"high quality Sulfanilamide;CAS Number:63-74-1","80","85","1","Kilogram","85.0","http://www.alibaba.com/product-detail/high-quality-Sulfanilamide-CAS-Number-63_1998839911.html","China (Mainland)","Baoji Guokang Bio-Technology Co., Ltd.","http___i01.i.aliimg.com_photo_v2_1998839911_high_quality_Sulfanilamide_CAS_Number_63_74.jpg"
